,trade_date,ts_code,pre_close,up_limit,down_limit
1111,20191009,002658.SZ,7.07,7.78,6.36
1112,20191009,002659.SZ,7.1,7.81,6.39
1113,20191009,002660.SZ,8.78,9.66,7.9
1114,20191009,002661.SZ,12.32,13.55,11.09
1115,20191009,002662.SZ,2.89,3.18,2.6
1116,20191009,002663.SZ,2.86,3.15,2.57
1117,20191009,002664.SZ,15.06,16.57,13.55
1118,20191009,002665.SZ,3.29,3.62,2.96
1119,20191009,002666.SZ,4.48,4.93,4.03
1120,20191009,002667.SZ,7.01,7.71,6.31
1121,20191009,002668.SZ,7.37,8.11,6.63
1122,20191009,002669.SZ,12.94,14.23,11.65
1123,20191009,002670.SZ,11.35,12.49,10.22
1124,20191009,002671.SZ,4.49,4.94,4.04
1125,20191009,002672.SZ,9.7,10.67,8.73
1126,20191009,002673.SZ,8.84,9.72,7.96
1127,20191009,002674.SZ,11.58,12.74,10.42
1128,20191009,002675.SZ,12.18,13.4,10.96
1129,20191009,002676.SZ,3.18,3.5,2.86
1130,20191009,002677.SZ,13.37,14.71,12.03
1131,20191009,002678.SZ,7.36,8.1,6.62
1132,20191009,002679.SZ,17.28,19.01,15.55
1133,20191009,002681.SZ,4.35,4.79,3.92
1134,20191009,002682.SZ,4.43,4.87,3.99
1135,20191009,002683.SZ,13.88,15.27,12.49
1136,20191009,002684.SZ,2.85,2.99,2.71
1137,20191009,002685.SZ,5.53,6.08,4.98
1138,20191009,002686.SZ,7.01,7.71,6.31
1139,20191009,002687.SZ,5.73,6.3,5.16
1140,20191009,002688.SZ,6.22,6.84,5.6
1141,20191009,002689.SZ,4.03,4.43,3.63
1142,20191009,002690.SZ,32.7,35.97,29.43
1143,20191009,002691.SZ,6.2,6.82,5.58
1144,20191009,002692.SZ,3.86,4.05,3.67
1145,20191009,002693.SZ,4.86,5.35,4.37
1146,20191009,002694.SZ,3.26,3.59,2.93
1147,20191009,002695.SZ,14.25,15.68,12.83
1148,20191009,002696.SZ,5.51,6.06,4.96
1149,20191009,002697.SZ,7.43,8.17,6.69
1150,20191009,002698.SZ,9.66,10.63,8.69
1151,20191009,002699.SZ,5.62,6.18,5.06
1152,20191009,002700.SZ,7.9,8.69,7.11
1153,20191009,002701.SZ,4.59,5.05,4.13
1154,20191009,002702.SZ,4.41,4.85,3.97
1155,20191009,002703.SZ,5.11,5.62,4.6
1156,20191009,002705.SZ,13.06,14.37,11.75
1157,20191009,002706.SZ,8.11,8.92,7.3
1158,20191009,002707.SZ,5.12,5.63,4.61
1159,20191009,002708.SZ,7.96,8.76,7.16
1160,20191009,002709.SZ,16.45,18.1,14.81
1161,20191009,002711.SZ,1.0,1.05,0.95
1162,20191009,002712.SZ,6.69,7.36,6.02
1163,20191009,002713.SZ,8.53,9.38,7.68
1164,20191009,002714.SZ,75.15,82.67,67.64
1165,20191009,002715.SZ,15.44,16.98,13.9
1166,20191009,002716.SZ,5.48,5.75,5.21
1167,20191009,002717.SZ,4.71,5.18,4.24
1168,20191009,002718.SZ,16.87,18.56,15.18
1169,20191009,002719.SZ,10.4,11.44,9.36
1170,20191009,002721.SZ,5.44,5.98,4.9
1171,20191009,002722.SZ,14.77,16.25,13.29
1172,20191009,002723.SZ,9.17,10.09,8.25
1173,20191009,002724.SZ,6.12,6.73,5.51
1174,20191009,002725.SZ,10.31,11.34,9.28
1175,20191009,002726.SZ,9.21,10.13,8.29
1176,20191009,002727.SZ,22.77,25.05,20.49
1177,20191009,002728.SZ,16.18,17.8,14.56
1178,20191009,002729.SZ,37.0,40.7,33.3
1179,20191009,002730.SZ,8.77,9.65,7.89
1180,20191009,002731.SZ,7.85,8.64,7.07
1181,20191009,002732.SZ,21.8,23.98,19.62
1182,20191009,002733.SZ,19.71,21.68,17.74
1183,20191009,002734.SZ,15.94,17.53,14.35
1184,20191009,002735.SZ,17.47,19.22,15.72
1185,20191009,002736.SZ,12.2,13.42,10.98
1186,20191009,002737.SZ,14.54,15.99,13.09
1187,20191009,002738.SZ,16.35,17.99,14.72
1188,20191009,002739.SZ,16.08,17.69,14.47
1189,20191009,002740.SZ,6.31,6.94,5.68
1190,20191009,002741.SZ,12.57,13.83,11.31
1191,20191009,002742.SZ,6.14,6.75,5.53
1192,20191009,002743.SZ,6.58,7.24,5.92
1193,20191009,002745.SZ,10.82,11.9,9.74
1194,20191009,002746.SZ,15.86,17.45,14.27
1195,20191009,002747.SZ,9.03,9.93,8.13
1196,20191009,002748.SZ,7.84,8.62,7.06
1197,20191009,002749.SZ,12.0,13.2,10.8
1198,20191009,002750.SZ,14.27,15.7,12.84
1199,20191009,002751.SZ,26.07,28.68,23.46
1200,20191009,002752.SZ,5.79,6.37,5.21
1201,20191009,002753.SZ,8.08,8.89,7.27
1202,20191009,002755.SZ,14.38,15.82,12.94
1203,20191009,002756.SZ,15.4,16.94,13.86
1204,20191009,002757.SZ,16.64,18.3,14.98
1205,20191009,002758.SZ,10.38,11.42,9.34
1206,20191009,002759.SZ,10.25,11.28,9.23
1207,20191009,002760.SZ,17.33,19.06,15.6
1208,20191009,002761.SZ,8.0,8.8,7.2
1209,20191009,002762.SZ,5.33,5.86,4.8
1210,20191009,002763.SZ,8.15,8.97,7.34
1211,20191009,002765.SZ,5.5,6.05,4.95
1212,20191009,002766.SZ,2.28,2.39,2.17
1213,20191009,002767.SZ,15.79,17.37,14.21
1214,20191009,002768.SZ,23.11,25.42,20.8
1215,20191009,002769.SZ,8.5,9.35,7.65
1216,20191009,002770.SZ,2.48,2.73,2.23
1217,20191009,002771.SZ,11.73,12.9,10.56
1218,20191009,002772.SZ,6.87,7.56,6.18
1219,20191009,002773.SZ,33.33,36.66,30.0
1220,20191009,002774.SZ,8.03,8.83,7.23
1221,20191009,002775.SZ,5.67,6.24,5.1
1222,20191009,002776.SZ,7.88,8.67,7.09
1223,20191009,002777.SZ,35.31,38.84,31.78
1224,20191009,002778.SZ,16.91,18.6,15.22
1225,20191009,002779.SZ,17.79,19.57,16.01
1226,20191009,002780.SZ,17.78,19.56,16.0
1227,20191009,002781.SZ,18.51,20.36,16.66
1228,20191009,002782.SZ,10.32,11.35,9.29
1229,20191009,002783.SZ,11.97,13.17,10.77
1230,20191009,002785.SZ,13.7,15.07,12.33
1231,20191009,002786.SZ,11.18,12.3,10.06
1232,20191009,002787.SZ,6.56,7.22,5.9
1233,20191009,002788.SZ,8.01,8.81,7.21
1234,20191009,002789.SZ,16.61,18.27,14.95
1235,20191009,002790.SZ,6.34,6.97,5.71
1236,20191009,002791.SZ,20.61,22.67,18.55
1237,20191009,002792.SZ,25.9,28.49,23.31
1238,20191009,002793.SZ,11.2,12.32,10.08
1239,20191009,002795.SZ,,15.0,12.28
1240,20191009,002796.SZ,36.16,39.78,32.54
1241,20191009,002797.SZ,6.29,6.92,5.66
1242,20191009,002798.SZ,20.36,22.4,18.32
1243,20191009,002799.SZ,14.47,15.92,13.02
1244,20191009,002800.SZ,26.68,29.35,24.01
1245,20191009,002801.SZ,35.75,39.33,32.18
1246,20191009,002802.SZ,19.62,21.58,17.66
1247,20191009,002803.SZ,22.13,24.34,19.92
1248,20191009,002805.SZ,12.93,14.22,11.64
1249,20191009,002806.SZ,14.26,15.69,12.83
1250,20191009,002807.SZ,4.38,4.82,3.94
1251,20191009,002808.SZ,8.72,9.59,7.85
1252,20191009,002809.SZ,15.92,17.51,14.33
1253,20191009,002810.SZ,13.18,14.5,11.86
1254,20191009,002811.SZ,14.43,15.87,12.99
1255,20191009,002812.SZ,33.67,37.04,30.3
1256,20191009,002813.SZ,25.98,28.58,23.38
1257,20191009,002815.SZ,17.93,19.72,16.14
1258,20191009,002816.SZ,19.28,21.21,17.35
1259,20191009,002817.SZ,18.59,20.45,16.73
1260,20191009,002818.SZ,12.18,13.4,10.96
1261,20191009,002819.SZ,31.05,34.16,27.95
1262,20191009,002820.SZ,12.02,13.22,10.82
1263,20191009,002821.SZ,119.35,131.29,107.42
1264,20191009,002822.SZ,8.22,9.04,7.4
1265,20191009,002823.SZ,9.52,10.47,8.57
1266,20191009,002824.SZ,10.96,12.06,9.86
1267,20191009,002825.SZ,15.34,16.87,13.81
1268,20191009,002826.SZ,10.52,11.57,9.47
1269,20191009,002827.SZ,10.73,11.8,9.66
1270,20191009,002828.SZ,12.41,13.65,11.17
1271,20191009,002829.SZ,21.86,24.05,19.67
1272,20191009,002830.SZ,15.8,17.38,14.22
1273,20191009,002831.SZ,22.44,24.68,20.2
1274,20191009,002832.SZ,25.81,28.39,23.23
1275,20191009,002833.SZ,34.6,38.06,31.14
1276,20191009,002835.SZ,12.88,14.17,11.59
1277,20191009,002836.SZ,13.43,14.77,12.09
1278,20191009,002837.SZ,19.05,20.96,17.15
1279,20191009,002838.SZ,12.86,14.15,11.57
1280,20191009,002839.SZ,5.42,5.96,4.88
1281,20191009,002840.SZ,16.18,17.8,14.56
1282,20191009,002841.SZ,87.01,95.71,78.31
1283,20191009,002842.SZ,14.79,16.27,13.31
1284,20191009,002843.SZ,8.46,9.31,7.61
1285,20191009,002845.SZ,18.46,20.31,16.61
1286,20191009,002846.SZ,12.6,13.86,11.34
1287,20191009,002847.SZ,35.29,38.82,31.76
1288,20191009,002848.SZ,13.95,15.35,12.56
1289,20191009,002849.SZ,14.66,16.13,13.19
1290,20191009,002850.SZ,31.28,34.41,28.15
1291,20191009,002851.SZ,19.58,21.54,17.62
1292,20191009,002852.SZ,13.48,14.83,12.13
1293,20191009,002853.SZ,21.69,23.86,19.52
1294,20191009,002855.SZ,11.68,12.85,10.51
1295,20191009,002856.SZ,18.83,20.71,16.95
1296,20191009,002857.SZ,13.75,15.13,12.38
1297,20191009,002858.SZ,15.93,17.52,14.34
1298,20191009,002859.SZ,33.1,36.41,29.79
1299,20191009,002860.SZ,19.39,21.33,17.45
1300,20191009,002861.SZ,24.27,26.7,21.84
1301,20191009,002862.SZ,19.42,21.36,17.48
1302,20191009,002863.SZ,5.45,6.0,4.91
1303,20191009,002864.SZ,28.3,31.13,25.47
1304,20191009,002865.SZ,15.83,17.41,14.25
1305,20191009,002866.SZ,12.46,13.71,11.21
1306,20191009,002867.SZ,21.04,23.14,18.94
1307,20191009,002868.SZ,18.1,19.91,16.29
1308,20191009,002869.SZ,56.81,62.49,51.13
1309,20191009,002870.SZ,20.63,22.69,18.57
1310,20191009,002871.SZ,21.91,24.1,19.72
1311,20191009,002872.SZ,5.33,5.6,5.06
1312,20191009,002873.SZ,17.05,18.76,15.35
1313,20191009,002875.SZ,17.25,18.98,15.53
1314,20191009,002876.SZ,42.8,47.08,38.52
1315,20191009,002877.SZ,8.36,9.2,7.52
1316,20191009,002878.SZ,24.24,26.66,21.82
1317,20191009,002879.SZ,14.28,15.71,12.85
1318,20191009,002880.SZ,53.77,59.15,48.39
1319,20191009,002881.SZ,33.34,36.67,30.01
1320,20191009,002882.SZ,10.48,11.53,9.43
1321,20191009,002883.SZ,19.59,21.55,17.63
1322,20191009,002884.SZ,14.44,15.88,13.0
1323,20191009,002885.SZ,18.85,20.74,16.97
1324,20191009,002886.SZ,25.19,27.71,22.67
1325,20191009,002887.SZ,15.66,17.23,14.09
1326,20191009,002888.SZ,18.09,19.9,16.28
1327,20191009,002889.SZ,25.37,27.91,22.83
1328,20191009,002890.SZ,20.18,22.2,18.16
1329,20191009,002891.SZ,21.02,23.12,18.92
1330,20191009,002892.SZ,50.11,55.12,45.1
1331,20191009,002893.SZ,14.95,16.45,13.46
1332,20191009,002895.SZ,11.68,12.85,10.51
1333,20191009,002896.SZ,22.56,24.82,20.3
1334,20191009,002897.SZ,24.42,26.86,21.98
1335,20191009,002898.SZ,13.87,15.26,12.48
1336,20191009,002899.SZ,14.08,15.49,12.67
1337,20191009,002900.SZ,11.45,12.6,10.31
1338,20191009,002901.SZ,46.77,51.45,42.09
1339,20191009,002902.SZ,31.8,34.98,28.62
1340,20191009,002903.SZ,19.03,20.93,17.13
1341,20191009,002905.SZ,17.12,18.83,15.41
1342,20191009,002906.SZ,11.22,12.34,10.1
1343,20191009,002907.SZ,16.21,17.83,14.59
1344,20191009,002908.SZ,12.95,14.25,11.66
1345,20191009,002909.SZ,10.66,11.73,9.59
1346,20191009,002910.SZ,11.66,12.83,10.49
1347,20191009,002911.SZ,18.03,19.83,16.23
1348,20191009,002912.SZ,94.9,104.39,85.41
1349,20191009,002913.SZ,50.8,55.88,45.72
1350,20191009,002915.SZ,27.95,30.75,25.16
1351,20191009,002916.SZ,140.22,154.24,126.2
1352,20191009,002917.SZ,17.73,19.5,15.96
1353,20191009,002918.SZ,13.75,15.13,12.38
1354,20191009,002919.SZ,14.8,16.28,13.32
1355,20191009,002920.SZ,23.32,25.65,20.99
1356,20191009,002921.SZ,18.42,20.26,16.58
1357,20191009,002922.SZ,15.89,17.48,14.3
1358,20191009,002923.SZ,18.16,19.98,16.34
1359,20191009,002925.SZ,40.58,44.64,36.52
1360,20191009,002926.SZ,9.73,10.7,8.76
1361,20191009,002927.SZ,19.38,21.32,17.44
1362,20191009,002928.SZ,9.97,10.97,8.97
1363,20191009,002929.SZ,27.65,30.42,24.89
1364,20191009,002930.SZ,13.91,15.3,12.52
1365,20191009,002931.SZ,27.08,29.79,24.37
1366,20191009,002932.SZ,37.68,41.45,33.91
1367,20191009,002933.SZ,41.25,45.38,37.13
1368,20191009,002935.SZ,30.32,33.35,27.29
1369,20191009,002936.SZ,4.7,5.17,4.23
1370,20191009,002937.SZ,15.85,17.44,14.27
1371,20191009,002938.SZ,40.85,44.94,36.77
1372,20191009,002939.SZ,14.83,16.31,13.35
1373,20191009,002940.SZ,31.09,34.2,27.98
1374,20191009,002941.SZ,25.26,27.79,22.73
1375,20191009,002942.SZ,37.52,41.27,33.77
1376,20191009,002943.SZ,29.22,32.14,26.3
1377,20191009,002945.SZ,15.81,17.39,14.23
1378,20191009,002946.SZ,13.48,14.83,12.13
1379,20191009,002947.SZ,56.65,62.32,50.99
1380,20191009,002948.SZ,5.75,6.33,5.18
1381,20191009,002949.SZ,24.4,26.84,21.96
1382,20191009,002950.SZ,20.79,22.87,18.71
1383,20191009,002951.SZ,19.85,21.84,17.87
1384,20191009,002952.SZ,37.01,40.71,33.31
1385,20191009,002953.SZ,22.96,25.26,20.66
1386,20191009,002955.SZ,58.45,64.3,52.61
1387,20191009,002956.SZ,51.11,56.22,46.0
1388,20191009,002957.SZ,36.77,40.45,33.09
1389,20191009,002958.SZ,6.26,6.89,5.63
1390,20191009,002959.SZ,71.2,78.32,64.08
1391,20191009,002960.SZ,30.24,33.26,27.22
1392,20191009,002961.SZ,27.78,30.56,25.0
1393,20191009,002962.SZ,40.02,44.02,36.02
1394,20191009,002966.SZ,9.87,10.86,8.88
1395,20191009,003816.SZ,4.14,4.55,3.73
1396,20191009,150008.SZ,,1.3,1.07
1397,20191009,150009.SZ,,1.52,1.25
1398,20191009,150012.SZ,,1.11,0.91
1399,20191009,150013.SZ,,1.13,0.92
1400,20191009,150016.SZ,,1.09,0.89
1401,20191009,150017.SZ,,1.29,1.05
1402,20191009,150018.SZ,,1.12,0.92
1403,20191009,150019.SZ,,1.01,0.83
1404,20191009,150022.SZ,,0.9,0.74
1405,20191009,150023.SZ,,0.27,0.22
1406,20191009,150028.SZ,,1.11,0.91
1407,20191009,150029.SZ,,1.25,1.02
1408,20191009,150030.SZ,,1.13,0.92
1409,20191009,150031.SZ,,1.09,0.89
1410,20191009,150032.SZ,,1.11,0.91
1411,20191009,150033.SZ,,0.97,0.79
1412,20191009,150036.SZ,,1.12,0.92
1413,20191009,150037.SZ,,1.96,1.6
1414,20191009,150047.SZ,,1.23,1.01
1415,20191009,150048.SZ,,1.44,1.18
1416,20191009,150049.SZ,,1.11,0.91
1417,20191009,150050.SZ,,1.61,1.32
1418,20191009,150051.SZ,,1.12,0.92
1419,20191009,150052.SZ,,1.45,1.18
1420,20191009,150053.SZ,,1.13,0.92
1421,20191009,150054.SZ,,0.99,0.81
1422,20191009,150055.SZ,,1.12,0.92
1423,20191009,150056.SZ,,1.52,1.24
1424,20191009,150059.SZ,,1.14,0.93
1425,20191009,150060.SZ,,0.84,0.69
1426,20191009,150064.SZ,,1.12,0.92
1427,20191009,150065.SZ,,0.8,0.66
1428,20191009,150066.SZ,,1.09,0.89
1429,20191009,150067.SZ,,2.0,1.63
1430,20191009,150083.SZ,,1.1,0.9
1431,20191009,150084.SZ,,1.48,1.21
1432,20191009,150092.SZ,,1.11,0.91
1433,20191009,150093.SZ,,0.93,0.76
1434,20191009,150094.SZ,,1.12,0.91
1435,20191009,150095.SZ,,1.06,0.87
1436,20191009,150100.SZ,,1.11,0.91
1437,20191009,150101.SZ,,1.1,0.9
1438,20191009,150104.SZ,,1.13,0.92
1439,20191009,150105.SZ,,2.05,1.67
1440,20191009,150117.SZ,,1.14,0.93
1441,20191009,150118.SZ,,1.11,0.91
1442,20191009,150123.SZ,,1.15,0.94
1443,20191009,150124.SZ,,0.85,0.7
1444,20191009,150130.SZ,,1.17,0.96
1445,20191009,150131.SZ,,1.74,1.42
1446,20191009,150135.SZ,,1.14,0.93
1447,20191009,150136.SZ,,1.23,1.01
1448,20191009,150143.SZ,,1.12,0.91
1449,20191009,150144.SZ,,1.21,0.99
1450,20191009,150145.SZ,,1.12,0.91
1451,20191009,150146.SZ,,1.41,1.16
1452,20191009,150148.SZ,,1.12,0.92
1453,20191009,150149.SZ,,0.74,0.6
1454,20191009,150150.SZ,,1.12,0.92
1455,20191009,150151.SZ,,0.81,0.66
1456,20191009,150152.SZ,,1.13,0.92
1457,20191009,150153.SZ,,1.23,1.0
1458,20191009,150157.SZ,,1.12,0.92
1459,20191009,150158.SZ,,1.17,0.96
1460,20191009,150164.SZ,,1.12,0.91
1461,20191009,150165.SZ,,1.3,1.06
1462,20191009,150167.SZ,,1.13,0.93
1463,20191009,150168.SZ,,0.98,0.8
1464,20191009,150169.SZ,,1.13,0.92
1465,20191009,150170.SZ,,1.45,1.19
1466,20191009,150171.SZ,,1.11,0.91
1467,20191009,150172.SZ,,1.26,1.03
1468,20191009,150173.SZ,,1.11,0.91
1469,20191009,150174.SZ,,1.3,1.06
1470,20191009,150175.SZ,,1.13,0.93
1471,20191009,150176.SZ,,0.99,0.81
1472,20191009,150177.SZ,,1.11,0.91
1473,20191009,150178.SZ,,1.54,1.26
1474,20191009,150179.SZ,,1.11,0.91
1475,20191009,150180.SZ,,1.49,1.22
1476,20191009,150181.SZ,,1.12,0.91
1477,20191009,150182.SZ,,1.4,1.15
1478,20191009,150184.SZ,,1.13,0.92
1479,20191009,150185.SZ,,1.15,0.94
1480,20191009,150186.SZ,,1.09,0.89
1481,20191009,150187.SZ,,1.18,0.96
1482,20191009,150188.SZ,,1.13,0.93
1483,20191009,150189.SZ,,0.72,0.59
1484,20191009,150190.SZ,,1.15,0.94
1485,20191009,150191.SZ,,1.41,1.15
1486,20191009,150192.SZ,,1.11,0.91
1487,20191009,150193.SZ,,1.14,0.94
1488,20191009,150194.SZ,,1.12,0.91
1489,20191009,150195.SZ,,1.02,0.84
1490,20191009,150196.SZ,,1.14,0.93
1491,20191009,150197.SZ,,0.53,0.43
1492,20191009,150198.SZ,,1.12,0.92
1493,20191009,150199.SZ,,1.26,1.03
1494,20191009,150200.SZ,,1.12,0.91
1495,20191009,150201.SZ,,1.26,1.03
1496,20191009,150203.SZ,,1.12,0.91
1497,20191009,150204.SZ,,0.96,0.79
1498,20191009,150205.SZ,,1.12,0.92
1499,20191009,150206.SZ,,0.57,0.47
1500,20191009,150207.SZ,,1.12,0.92
1501,20191009,150208.SZ,,1.65,1.35
1502,20191009,150209.SZ,,1.12,0.92
1503,20191009,150210.SZ,,0.77,0.63
1504,20191009,150211.SZ,,1.13,0.92
1505,20191009,150212.SZ,,1.0,0.82
1506,20191009,150213.SZ,,1.13,0.93
1507,20191009,150214.SZ,,1.34,1.09
1508,20191009,150215.SZ,,1.14,0.93
1509,20191009,150216.SZ,,1.03,0.84
1510,20191009,150217.SZ,,1.11,0.91
1511,20191009,150218.SZ,,0.99,0.81
1512,20191009,150219.SZ,,1.33,1.09
1513,20191009,150220.SZ,,0.91,0.74
1514,20191009,150221.SZ,,1.18,0.96
1515,20191009,150222.SZ,,1.07,0.87
1516,20191009,150223.SZ,,1.14,0.93
1517,20191009,150224.SZ,,0.96,0.78
1518,20191009,150225.SZ,,1.13,0.92
1519,20191009,150226.SZ,,1.52,1.25
1520,20191009,150227.SZ,,1.12,0.92
1521,20191009,150228.SZ,,0.99,0.81
1522,20191009,150229.SZ,,1.1,0.9
1523,20191009,150230.SZ,,1.54,1.26
1524,20191009,150231.SZ,,1.1,0.9
1525,20191009,150232.SZ,,1.12,0.92
1526,20191009,150235.SZ,,1.1,0.9
1527,20191009,150236.SZ,,1.0,0.82
1528,20191009,150237.SZ,,1.12,0.91
1529,20191009,150238.SZ,,0.83,0.68
1530,20191009,150243.SZ,,1.12,0.92
1531,20191009,150244.SZ,,1.3,1.06
1532,20191009,150245.SZ,,1.17,0.95
1533,20191009,150246.SZ,,1.07,0.88
1534,20191009,150247.SZ,,1.14,0.93
1535,20191009,150248.SZ,,0.91,0.74
1536,20191009,150249.SZ,,1.12,0.91
1537,20191009,150250.SZ,,1.25,1.03
1538,20191009,150251.SZ,,1.12,0.92
1539,20191009,150252.SZ,,0.78,0.64
1540,20191009,150255.SZ,,1.09,0.9
1541,20191009,150256.SZ,,1.09,0.89
1542,20191009,150257.SZ,,1.09,0.89
1543,20191009,150258.SZ,,1.33,1.09
1544,20191009,150259.SZ,,1.09,0.89
1545,20191009,150260.SZ,,0.91,0.74
1546,20191009,150261.SZ,,1.15,0.94
1547,20191009,150262.SZ,,1.2,0.98
1548,20191009,150263.SZ,,1.13,0.92
1549,20191009,150264.SZ,,0.88,0.72
1550,20191009,150265.SZ,,1.13,0.93
1551,20191009,150266.SZ,,0.95,0.78
1552,20191009,150267.SZ,,1.1,0.9
1553,20191009,150268.SZ,,1.34,1.09
1554,20191009,150269.SZ,,1.09,0.89
1555,20191009,150270.SZ,,1.23,1.0
1556,20191009,150271.SZ,,1.13,0.92
1557,20191009,150272.SZ,,1.45,1.19
1558,20191009,150273.SZ,,1.36,1.11
1559,20191009,150274.SZ,,1.26,1.03
1560,20191009,150275.SZ,,1.12,0.91
1561,20191009,150276.SZ,,1.21,0.99
1562,20191009,150277.SZ,,1.08,0.89
1563,20191009,150278.SZ,,0.74,0.6
1564,20191009,150279.SZ,,1.07,0.87
1565,20191009,150280.SZ,,1.41,1.15
1566,20191009,150281.SZ,,1.13,0.92
1567,20191009,150282.SZ,,0.86,0.7
1568,20191009,150283.SZ,,1.09,0.89
1569,20191009,150284.SZ,,0.9,0.74
1570,20191009,150287.SZ,,1.14,0.93
1571,20191009,150288.SZ,,0.75,0.61
1572,20191009,150289.SZ,,1.14,0.93
1573,20191009,150290.SZ,,0.8,0.65
1574,20191009,150291.SZ,,1.14,0.94
1575,20191009,150292.SZ,,0.82,0.67
1576,20191009,150293.SZ,,1.14,0.93
1577,20191009,150294.SZ,,0.5,0.41
1578,20191009,150295.SZ,,1.13,0.92
1579,20191009,150296.SZ,,1.1,0.9
1580,20191009,150297.SZ,,1.16,0.95
1581,20191009,150298.SZ,,1.55,1.27
1582,20191009,150299.SZ,,1.14,0.94
1583,20191009,150300.SZ,,0.79,0.65
1584,20191009,150301.SZ,,1.14,0.93
1585,20191009,150302.SZ,,0.94,0.77
1586,20191009,150303.SZ,,1.14,0.94
1587,20191009,150304.SZ,,1.19,0.97
1588,20191009,150307.SZ,,1.11,0.91
1589,20191009,150308.SZ,,1.86,1.52
1590,20191009,150309.SZ,,1.12,0.91
1591,20191009,150310.SZ,,1.84,1.5
1592,20191009,150311.SZ,,1.12,0.92
1593,20191009,150312.SZ,,1.71,1.4
1594,20191009,150315.SZ,,1.13,0.93
1595,20191009,150316.SZ,,1.68,1.38
1596,20191009,150317.SZ,,1.14,0.94
1597,20191009,150318.SZ,,0.84,0.68
1598,20191009,150321.SZ,,1.18,0.96
1599,20191009,150322.SZ,,0.91,0.74
1600,20191009,150323.SZ,,1.14,0.93
1601,20191009,150324.SZ,,0.69,0.57
1602,20191009,150325.SZ,,1.13,0.93
1603,20191009,150326.SZ,,1.5,1.23
1604,20191009,150327.SZ,,1.14,0.93
1605,20191009,150328.SZ,,0.66,0.54
1606,20191009,150329.SZ,,1.11,0.91
1607,20191009,150330.SZ,,1.98,1.62
1608,20191009,150335.SZ,,1.14,0.93
1609,20191009,150336.SZ,,0.8,0.65
1610,20191009,150343.SZ,,1.14,0.93
1611,20191009,150344.SZ,,1.31,1.07
1612,20191009,159001.SZ,,110.0,90.0
1613,20191009,159003.SZ,,110.0,90.0
1614,20191009,159005.SZ,,110.0,90.0
1615,20191009,159901.SZ,,5.16,4.22
1616,20191009,159902.SZ,,3.22,2.64
1617,20191009,159903.SZ,,1.15,0.94
1618,20191009,159905.SZ,,2.09,1.71
1619,20191009,159906.SZ,,0.95,0.78
1620,20191009,159907.SZ,,1.34,1.09
1621,20191009,159908.SZ,,1.54,1.26
1622,20191009,159909.SZ,,5.02,4.11
1623,20191009,159910.SZ,,2.0,1.64
1624,20191009,159911.SZ,,4.15,3.39
1625,20191009,159912.SZ,,1.4,1.14
1626,20191009,159913.SZ,,2.11,1.73
1627,20191009,159915.SZ,,1.71,1.4
1628,20191009,159916.SZ,,4.55,3.72
1629,20191009,159918.SZ,,1.51,1.24
1630,20191009,159919.SZ,,4.28,3.5
1631,20191009,159920.SZ,,1.59,1.3
1632,20191009,159922.SZ,,5.71,4.67
1633,20191009,159923.SZ,,1.92,1.57
1634,20191009,159925.SZ,,1.86,1.52
1635,20191009,159926.SZ,,123.31,100.89
1636,20191009,159928.SZ,,3.26,2.67
1637,20191009,159929.SZ,,1.65,1.35
1638,20191009,159930.SZ,,0.77,0.63
1639,20191009,159931.SZ,,1.9,1.55
1640,20191009,159932.SZ,,1.48,1.21
1641,20191009,159933.SZ,,2.29,1.87
1642,20191009,159934.SZ,,3.7,3.03
1643,20191009,159935.SZ,,1.52,1.24
1644,20191009,159936.SZ,,1.43,1.17
1645,20191009,159937.SZ,,3.73,3.05
1646,20191009,159938.SZ,,1.45,1.19
1647,20191009,159939.SZ,,1.14,0.93
1648,20191009,159940.SZ,,1.13,0.92
1649,20191009,159941.SZ,,1.92,1.57
1650,20191009,159943.SZ,,11.32,9.26
1651,20191009,159944.SZ,,0.76,0.62
1652,20191009,159945.SZ,,0.72,0.59
1653,20191009,159948.SZ,,1.86,1.52
1654,20191009,159949.SZ,,0.62,0.51
1655,20191009,159951.SZ,,0.86,0.7
1656,20191009,159952.SZ,,1.03,0.85
1657,20191009,159953.SZ,,0.8,0.66
1658,20191009,159954.SZ,,1.08,0.88
1659,20191009,159955.SZ,,0.96,0.78
1660,20191009,159956.SZ,,1.01,0.83
1661,20191009,159957.SZ,,1.06,0.86
1662,20191009,159958.SZ,,1.04,0.85
1663,20191009,159959.SZ,,1.13,0.92
1664,20191009,159960.SZ,,1.1,0.9
1665,20191009,159961.SZ,,1.5,1.22
1666,20191009,159962.SZ,,1.15,0.94
1667,20191009,159963.SZ,,1.06,0.87
1668,20191009,159964.SZ,,1.06,0.86
1669,20191009,159965.SZ,,1.12,0.92
1670,20191009,159966.SZ,,1.22,1.0
1671,20191009,159967.SZ,,1.22,1.0
1672,20191009,159969.SZ,,1.14,0.93
1673,20191009,159971.SZ,,1.23,1.01
1674,20191009,159973.SZ,,1.15,0.94
1675,20191009,159977.SZ,,1.78,1.46
1676,20191009,160105.SZ,,1.08,0.88
1677,20191009,160106.SZ,,1.13,0.92
1678,20191009,160119.SZ,,1.39,1.14
1679,20191009,160125.SZ,,1.17,0.96
1680,20191009,160128.SZ,,1.15,0.94
